Page,Table,Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12
44,1,2,戻す,もどす,กลับคนื,,"つか こ う ぐ もと ば し ょ もど
使った工具は元の場所に戻す",เครอื่ งมอื เมอื่ ใชแ้ ลว้ น ากลับคนื ทเี่ ดมิ,,,,,,
44,1,3,仕上げる,しあげる,ท าใหเ้สร็จ,,,,,,,,,
44,1,4,折れる,おれる,หัก,,"くぎ お
釘が折れる",ตะปหู ัก,,,,,,
44,1,5,欠ける,かける,บนิ่,,"まる は か
丸のこの刃が欠ける",ใบมดี ของเลอื่ ยวงเดอื นบนิ่,,,,,,
44,1,6,近づく,ちかづく,เขา้ ใกล้,,"さぎょうちゅう じゅうき ちか
作業中の重機に近づかない","อยา่ เขา้ ใกลเ้ครอื่ งจักรกลหนักทกี่ าลัง
ท างาน",,,,,,
44,1,7,電源を入れる,でんげんをいれる,เปิดเครอื่ ง,,,,,,,,,
44,1,8,電源を落とす,でんげんをおとす,ตัดไฟ,,,,,,,,,
44,1,9,スイッチを切る,すいっちをきる,ปิดสวติ ช์,,,,,,,,,
44,1,10,固定（する）,こてい（する）,การยดึ ใหค้ งท ี่ (ยดึ ใหค้ งท)ี่,,,,,,,,,
44,1,11,ゆるめる,ゆるめる,คลาย,,ボルトをゆるめる,"คลายโบลต,์ คลายสลักเกลยี ว",,,,,,
44,1,12,伸ばす,のばす,ยดื,,,,,,,,,
44,1,13,外す,はずす,ถอดออก,,"あんぜん はず
安全カバーを外す",ถอดฝาครอบป้องกนั ออก,,,,,,
44,1,14,曲げる,まげる,งอ,,,งอเหล็กเสรมิ,,,,,,
44,1,15,出す,だす,"ยนื่ , สง่",,鉄筋を曲げる,,,,,,,
44,1,16,乾かす,かわかす,ท าใหแ้ หง้,,,,,,,,,
44,1,17,数える,かぞえる,นับ,,,,,,,,,
44,1,18,運ぶ,はこぶ,ขน,,,,,,,,,
44,1,19,積む,つむ,วางซอ้ น,,"ざいりょう つ
材料をくずれないように積む",วางวัสดซุ อ้ นกนั อยา่ ใหล้ ม้,,,,,,
44,1,20,下ろす,おろす,เอาลง,,"に だ い に も つ お
トラックの荷台から荷物を下ろす",เอาของลงจากพนื้ บรรทกุ ของรถบรรทกุ,,,,,,
44,1,21,離れる,はなれる,ออกหา่ ง,,,,,,,,,
45,1,1,位置,いち,ต ำแหน่ง,,,,,,,,,
45,1,2,寸法,すんぽう,ขนำด,,,,,,,,,
45,1,3,測定（する）,そくてい（する）,การวดั (วดั ),,,,,,,,,
45,1,4,計測（する）,けいそく（する）,การวดั (วดั ),,,,,,,,,
45,1,5,計測器,けいそくき,"อปุ กรณ์วดั , เกจวดั",,,,,,,,,
45,1,6,温度,おんど,อณุ หภมู ิ,,,,,,,,,
45,1,7,高さ,たかさ,ควำมสงู,,,,,,,,,
45,1,8,長さ,ながさ,ควำมยำว,,,,,,,,,
45,1,9,重さ,おもさ,น ้ำหนัก,,,,,,,,,
45,1,10,厚さ,あつさ,ควำมหนำ,,,,,,,,,
45,1,11,硬さ,かたさ,ควำมแข็ง,,,,,,,,,
45,1,12,深さ,ふかさ,ควำมลกึ,,,,,,,,,
45,1,13,表面,ひょうめん,พนื้ ผวิ,,,,,,,,,
45,1,14,すきま,すきま,ชอ่ งวำ่ งแคบๆ,,,,,,,,,
45,1,15,中心,ちゅうしん,ศนู ยก์ ลำง,,,,,,,,,
46,1,16,値,あたい,คำ่,,,,,,,,,
46,1,17,安定（する）,あんてい（する）,"ความเสถยี ร (เสถยี ร), ความ
มนั่ คง (มนั่ คง)",,,,,,,,,
46,1,18,大きさ,おおきさ,ขนำด,,,,,,,,,
46,1,19,数,かず,จ ำนวน,,,,,,,,,
46,1,20,誤差,ごさ,ควำมคลำดเคลอื่ น,,,,,,,,,
46,1,21,中,なか,ขำ้ งใน,,,,,,,,,
46,1,22,反対,はんたい,ตรงขำ้ ม,,,,,,,,,
46,1,23,周り,まわり,รอบ,,,,,,,,,
46,1,24,尺,しゃく,หน่วยควำมยำวของญปี่ ่นุ,1ชะค≒ุ 30.3㎝,,,,,,,,
46,1,25,青,あお,น ้ำเงนิ,,,,,,,,,
46,1,26,赤,あか,แดง,,,,,,,,,
46,1,27,白,しろ,ขำว,,,,,,,,,
46,1,28,黄色,きいろ,เหลอื ง,,,,,,,,,
47,1,1,片づける,かたづける,เก็บของเขา้ ที่,なおす,,,,,,,,
47,1,2,捨てる,すてる,ทงิ้,ほかす、なげる,,,,,,,,
47,1,3,掃く,はく,กวาด,はわく,,,,,,,,
47,1,4,持ち上げる,もちあげる,ยกขนึ้,つる,,,,,,,,
47,1,5,束ねる,たばねる,มัดรวม,きびる,,,,,,,,
47,1,6,足をくじく,あしをくじく,ขาแพลง,ぐねる,,,,,,,,
48,1,1,一輪車,いちりんしゃ,รถเข็นลอ้ เดยี่ ว,ねこ,,,,,,,,
48,1,2,支柱,しちゅう,ไมค้ ้ายัน,サポート,,,,,,,,
48,1,3,ショベル,しょべる,"เสยี บ, พลั่ว",スコップ,,,,,,,,
48,1,4,かけや,かけや,คอ้ นหัวไม้,鳴り物（なりもの）、大鳴り（おおなり）,,,,,,,,
