言語,PDFページ番号,PDF表番号,番号,単語,翻訳,読み方（ひらがな）,備考,例文,写真,標識
中国語,7.0,1.0,7.0,掃除（する）,扫除,そうじ（する）,,,,
中国語,8.0,1.0,8.0,片づける,收拾,かたづける,,,,
中国語,8.0,1.0,9.0,捨てる,扔掉,すてる,,,,
中国語,8.0,1.0,10.0,汚い,脏,きたない,,,,
中国語,8.0,1.0,11.0,汚れる,弄脏,よごれる,,,,
中国語,8.0,1.0,12.0,分別（する）,分类,ぶんべつ（する）,,,,
中国語,8.0,1.0,13.0,燃えないごみ,不可燃垃圾,もえないごみ,,,,
中国語,8.0,1.0,14.0,燃えるごみ,可燃垃圾,もえるごみ,,,,
中国語,8.0,1.0,15.0,挟まれる,被夹住,はさまれる,,"きかい て はさ
機械に手が挟まれた",,
中国語,8.0,1.0,16.0,巻き込まれる,被卷进,まきこまれる,,"きかい て ま こ
1)機械に手が巻き込まれる
てぶくろ ばん ま こ
2)手袋がフライス盤に巻き込まれる",,
中国語,8.0,1.0,17.0,やけど（する）,灼伤,やけど（する）,,,,
中国語,8.0,1.0,18.0,落ちる,摔下来,おちる,,"かいだん お
階段から落ちる",,
中国語,8.0,1.0,19.0,すべる,滑,すべる,,"ゆか
床がすべる",,
中国語,9.0,1.0,20.0,転ぶ,跌倒,ころぶ,,"こうじょう ころ
工場ですべって転んだ",,
中国語,9.0,1.0,21.0,濡れる,弄湿,ぬれる,,,,
中国語,9.0,1.0,22.0,衛生,卫生,えいせい,,,,
中国語,9.0,1.0,23.0,避難（する）,逃生、避难疏散,ひなん（する）,,,,
中国語,9.0,1.0,24.0,救急車,救护车,きゅうきゅうしゃ,,,,
中国語,9.0,1.0,25.0,災害,灾害,さいがい,,,,
中国語,9.0,1.0,26.0,地震,地震,じしん,,"じ しん お
地震が起きる",,
中国語,9.0,1.0,27.0,もぐる,钻到,もぐる,,"じ しん つくえ した
地震だ！机の下にもぐれ！",,
中国語,10.0,1.0,1.0,火気厳禁,严禁烟火,かきげんきん,,,,
中国語,10.0,1.0,2.0,開放厳禁,严禁开放,かいほうげんきん,,,,
中国語,10.0,1.0,3.0,標識,标识,ひょうしき,,,,
中国語,10.0,1.0,4.0,気をつける,注意、当心,きをつける,,,,
中国語,10.0,1.0,5.0,持ち込む,带进,もちこむ,,"こうじょう けいたいでんわ も こ
工場に携帯電話を持ち込んではいけ
ない",,
中国語,10.0,1.0,6.0,防ぐ,防止,ふせぐ,,"あんぜんかくにん じ こ ふせ
安全確認して事故を防ぐ",,
中国語,10.0,1.0,7.0,火,火,ひ,,,,
中国語,10.0,1.0,8.0,煙,烟,けむり,,,,
中国語,10.0,1.0,9.0,消火,灭火,しょうか,,,,
中国語,10.0,1.0,10.0,消火器,灭火器,しょうかき,,,,
中国語,10.0,1.0,11.0,非常ベル,消防警铃,ひじょうべる,,,,
中国語,10.0,1.0,12.0,火災報知機,火灾报警器,かさいほうちき,,,,
中国語,10.0,1.0,13.0,逃げる,逃离,にげる,,,,
中国語,10.0,1.0,14.0,現場,现场,げんば,,,,
中国語,10.0,1.0,15.0,作業,作业,さぎょう,,,,
中国語,10.0,1.0,16.0,ミーティング,会议,みーてぃんぐ,"会议、早礼、终礼等有时也称为
“ミーティング”。",,,
中国語,10.0,1.0,17.0,研修（する）,培训,けんしゅう（する）,,,,
中国語,10.0,1.0,18.0,実習（する）,实习,じっしゅう（する）,,,,
中国語,10.0,1.0,19.0,あいさつ,打招呼,あいさつ,,,,
中国語,10.0,1.0,20.0,確認（する）,确认,かくにん（する）,,,,
中国語,11.0,1.0,21.0,報告（する）,报告,ほうこく（する）,,,,
中国語,11.0,1.0,22.0,連絡（する）,联络,れんらく（する）,,,,
中国語,11.0,1.0,23.0,相談（する）,商量,そうだん（する）,,,,
中国語,11.0,1.0,24.0,渡す,交给,わたす,把东西交给某人时用。,,,
中国語,11.0,1.0,25.0,申請書,申请书,しんせいしょ,,,,
中国語,11.0,1.0,26.0,寝坊（する）,睡懒觉,ねぼう（する）,,,,
中国語,12.0,1.0,1.0,技能,技能,ぎのう,,,,
中国語,12.0,1.0,2.0,技能検定試験,技能鉴定考试,ぎのうけんていしけん,,,,
中国語,12.0,1.0,3.0,受検（する）,应考、参加考试,じゅけん（する）,,,,
中国語,12.0,1.0,4.0,資格,资格,しかく,,,,
中国語,12.0,1.0,5.0,手当,津贴、补贴,てあて,,,,
中国語,12.0,1.0,6.0,社員,员工,しゃいん,,,,
中国語,12.0,1.0,7.0,部長,部长,ぶちょう,,,,
中国語,12.0,1.0,8.0,課長,课长,かちょう,,,,
中国語,12.0,1.0,9.0,更衣室,更衣室,こういしつ,,,,
中国語,12.0,1.0,10.0,台車,台车、推车,だいしゃ,,,,
中国語,12.0,1.0,11.0,床,地板,ゆか,,,,
中国語,12.0,1.0,12.0,出口,出口,でぐち,,,,
中国語,12.0,1.0,13.0,電気,电气、电,でんき,,,,
中国語,12.0,1.0,14.0,警報音,警报声,けいほうおん,,,,
中国語,12.0,1.0,15.0,コンセント,插座,こんせんと,,,,
中国語,12.0,1.0,16.0,作業場,作业场所,さぎょうば,,,,
中国語,12.0,1.0,17.0,作業台,作业台,さぎょうだい,,,,
中国語,12.0,1.0,18.0,工事現場,建筑工地,こうじげんば,,,,
中国語,12.0,1.0,19.0,職長,工长,しょくちょう,,"あしばくみたて しょくちょう し じ したが
足場組立は 職長の指示に従う",,
中国語,12.0,1.0,20.0,作業責任者,作业负责人,さぎょうせきにんしゃ,,,,
中国語,13.0,1.0,1.0,禁止,禁止,きんし,,,,
中国語,13.0,1.0,2.0,表示板,指示牌、显示板,ひょうじばん,,,,
中国語,13.0,1.0,3.0,禁止事項,禁止事项,きんしじこう,,,,
中国語,13.0,1.0,4.0,避難訓練,逃生训练、避难疏散训练,ひなんくんれん,,,,
中国語,13.0,1.0,5.0,感電（する）,触电,かんでん（する）,,,,
中国語,13.0,1.0,6.0,防止（する）,防止,ぼうし（する）,,,,
中国語,13.0,1.0,7.0,予防（する）,预防,よぼう（する）,,,,
中国語,13.0,1.0,8.0,転倒（する）,跌倒,てんとう（する）,,,,
中国語,13.0,1.0,9.0,挟まる,被夹住,はさまる,,,,
中国語,13.0,1.0,10.0,足元,脚下,あしもと,,,,
中国語,13.0,1.0,11.0,不安定（な）,不稳定,ふあんてい（な）,,,,
中国語,13.0,1.0,12.0,後片付け,收拾,あとかたづけ,,,,
中国語,13.0,1.0,13.0,救急箱,急救箱,きゅうきゅうばこ,,,,
中国語,13.0,1.0,14.0,絆創膏,创可贴,ばんそうこう,,,,
中国語,13.0,1.0,15.0,体調,身体状况,たいちょう,,,,
中国語,13.0,1.0,16.0,血,血,ち,,,,
中国語,13.0,1.0,17.0,熱中症,中暑,ねっちゅうしょう,,,,
中国語,13.0,1.0,18.0,吐き気,恶心,はきけ,,,,
中国語,13.0,1.0,19.0,嘔吐（する）,呕吐,おうと（する）,,,,
中国語,13.0,1.0,20.0,足がつる,腿抽筋,あしがつる,,,,
中国語,13.0,1.0,21.0,気分が悪い,不舒服,きぶんがわるい,,,,
中国語,13.0,1.0,22.0,寝不足,睡眠不足,ねぶそく,,,,
中国語,13.0,1.0,23.0,安全ネット,安全网,あんぜんねっと,,,,
中国語,13.0,1.0,24.0,安全点検,安全检查,あんぜんてんけん,,,,
中国語,14.0,1.0,1.0,KY活動（危険予知活動）,KY活动（危险预测活动）,"けーわいかつどう（きけん
よちかつどう）",,,,
中国語,14.0,1.0,2.0,危険,危险,きけん,,,,
中国語,14.0,1.0,3.0,ぶつかる,碰撞,ぶつかる,,"トラクタショベルのバケットにぶつかっ
てけがをした",,
中国語,14.0,1.0,4.0,当たる,碰、砸,あたる,,"あ し ば お こ う ぐ からだ あ
足場から落ちてきた工具が体に当
たってけがをした",,
中国語,14.0,1.0,5.0,下敷きになる,被压在下面,したじきになる,,"じゅうき し た じ
重機の下敷きになる",,
中国語,14.0,1.0,6.0,打つ,打,うつ,,"あやま て う
誤ってハンマーで手を打ってしまった",,
中国語,14.0,1.0,7.0,バランスを崩す,失去平衡,ばらんすをくずす,,"うえ くず てんらく
はしごの上でバランスを崩して転落し
た",,
中国語,14.0,1.0,8.0,倒れる,倒下、晕倒,たおれる,,"たお ねっちゅうしょう たお
はしごが倒れる、熱中症で倒れる",,
中国語,14.0,1.0,9.0,転落（する）,跌倒、摔,てんらく（する）,,"うえ くず てんらく
はしごの上でバランスを崩して転落し
た",,
中国語,14.0,1.0,10.0,指差呼称,手指呼号,しさこしょう,,,,
中国語,14.0,1.0,11.0,ヒヤリハット,险兆,ひやりはっと,,,,
中国語,14.0,1.0,12.0,原因,原因,げんいん,,,,
中国語,14.0,1.0,13.0,対策,对策,たいさく,,,,
中国語,14.0,1.0,14.0,落下（する）,掉落,らっか（する）,,"あしば こ う ぐ らっか
足場から工具が落下した",,
中国語,14.0,1.0,15.0,墜落（する）,坠落,ついらく（する）,,"か い こ う ぶ ついらく
開口部から墜落した",,
中国語,14.0,1.0,16.0,確認（する）,确认,かくにん（する）,,"しゅうい あんぜん かくにん
周囲の安全を確認する",,
中国語,16.0,1.0,16.0,業務,业务、工作,ぎょうむ,,,,
中国語,16.0,1.0,17.0,時間厳守,严守时间,じかんげんしゅ,,,,
中国語,16.0,1.0,18.0,予定,计划,よてい,,,,
中国語,16.0,1.0,19.0,日付,日期,ひづけ,,,,
中国語,16.0,1.0,20.0,準備（する）,准备,じゅんび（する）,,,,
中国語,16.0,1.0,21.0,会議,会议,かいぎ,,,,
中国語,16.0,1.0,22.0,朝礼,晨会、早礼,ちょうれい,,,,
中国語,16.0,1.0,23.0,報告書,报告书,ほうこくしょ,,,,
中国語,16.0,1.0,24.0,マニュアル,手册,まにゅある,,,,
中国語,16.0,1.0,25.0,作業手順書,作业步骤手册,さぎょうてじゅんしょ,,,,
中国語,16.0,1.0,26.0,調子,情况、样子,ちょうし,,,,
中国語,17.0,1.0,1.0,立入禁止,禁止入内,たちいりきんし,,,,
中国語,17.0,1.0,2.0,禁煙,禁止吸烟,きんえん,,,,
中国語,17.0,1.0,3.0,火気厳禁,严禁烟火,かきげんきん,,,,
中国語,17.0,1.0,4.0,駐車禁止,禁止停车,ちゅうしゃきんし,,,,
中国語,17.0,1.0,5.0,足もと注意,注意脚下,あしもとちゅうい,,,,
中国語,17.0,1.0,6.0,開口部注意,当心开口处,かいこうぶちゅうい,,,,
中国語,17.0,1.0,7.0,感電注意,当心触电,かんでんちゅうい,,,,
中国語,17.0,1.0,8.0,堕落注意,当心坠落,ついらくちゅうい,,,,
中国語,17.0,1.0,9.0,頭上注意,当心头顶,ずじょうちゅうい,,,,
中国語,17.0,1.0,10.0,警報設備,警报设备,けいほうせつび,,,,
中国語,18.0,1.0,11.0,消火器,灭火器,しょうかき,,,,
中国語,18.0,1.0,12.0,AED設置場所,"AED（自动体外除颤器）
设置点","えーいーでぃーせっちば
しょ",,,,
中国語,18.0,1.0,13.0,保護帽着用,必须带安全帽,ほごぼうちゃくよう,,,,
中国語,18.0,1.0,14.0,安全帯使用,必须系安全带,あんぜんたいしよう,,,,
中国語,18.0,1.0,15.0,昇降階段,上下楼梯,しょうこうかいだん,,,,
中国語,18.0,1.0,16.0,休憩所,休息区,きゅうけいじょ,,,,
中国語,18.0,1.0,17.0,最大積載荷重,最大载荷,さいだいせきさいかじゅう,,,,
中国語,18.0,1.0,18.0,喫煙所,吸烟处,きつえんじょ,,,,
中国語,18.0,1.0,19.0,整理整頓,整理整顿,せいりせいとん,,,,
中国語,18.0,1.0,20.0,安全通路,安全通道,あんぜんつうろ,,,,
中国語,19.0,1.0,1.0,三連クランプ,三连夹板、三连杆夹钳,さんれんくらんぷ,,"さんれん たんかん けつごう
三連クランプで単管を結合する",,
中国語,19.0,1.0,2.0,"ベルトコンベア
（ベルコン）",传送带,"べるとこんべあ
（べるこん）",,"つち こうんぱん
ベルトコンベアで土を小運搬する",,
中国語,19.0,1.0,3.0,かけや,大木锤,かけや,"大型榔头。日语也称“鳴り物”或
“大鳴り”。双手捏握使用的叫大
木锤，单手使用的叫木槌，日语也
称“コネキリ”。","くい う こ
かけやで杭を打ち込む",,
中国語,19.0,1.0,4.0,ランマ,夯土机、夯锤,らんま,就是冲击夯。,"じばん し かた
ランマで地盤を締め固める",,
中国語,19.0,1.0,5.0,自在クランプ,自由夹具,じざいくらんぷ,"连接单管时使用，用于斜向加固收
紧。
脚手架斜向加固叫做“交叉加
固”。","じざい もち たんかん きんけつ
自在クランプを用いて単管を緊結す
る",,
中国語,19.0,1.0,6.0,キャッチクランプ,夹具,きゃっちくらんぷ,,"もち たんかん てっこつ
キャッチクランプを用いて単管と鉄骨
きんけつ
を緊結する",,
中国語,19.0,1.0,7.0,吊り上げ用クランプ,夹钳吊具,つりあげようくらんぷ,,"つ あ よう もち きんけつ
吊り上げ用クランプを用いて緊結し
たんかん つ あ
た単管を吊り上げる",,
中国語,19.0,1.0,8.0,直交クランプ,直角交结用夹钳,ちょっこうくらんぷ,,"ちょっこう もち たんかん きんけつ
直交クランプを用いて単管を緊結す
る",,
中国語,19.0,1.0,9.0,フック,钩、钩子,ふっく,,ワイヤーロープをフックにかける,,
中国語,19.0,1.0,10.0,ストレートシャックル,直形钩环,すとれーとしゃっくる,,"ワイヤーをストレートシャックルにかけ
る",,
中国語,20.0,1.0,11.0,滑車,滑车、滑轮,かっしゃ,,"かっしゃ ざいりょう つ あ
滑車で材料を吊り上げる",,
中国語,20.0,1.0,12.0,クレーン,吊车,くれーん,,"しざい つ あ
クレーンで資材を吊り上げる",,
中国語,20.0,1.0,13.0,移動式クレーン,移动式吊车,いどうしきくれーん,,"いどうしき しざい つ あ
移動式クレーンで資材を吊り上げる",,
中国語,20.0,1.0,14.0,介しゃくロープ,补助绳,かいしゃくろーぷ,,"かい にもつ ふ
介しゃくロープで荷物の振れをおさ
える",,
中国語,20.0,1.0,15.0,昇降階段,升降楼梯、上下楼梯,しょうこうかいだん,,"あしばじょうそう のぼ しょうこうかいだん つか
足場上層に上るには昇降階段を使
う",,
中国語,20.0,1.0,16.0,筋かい止めピン,交叉杆固定销,すじかいとめぴん,,"すじ と さ こ お ま
筋かい止めピンを差し込み折り曲げ
ておく",,
中国語,20.0,1.0,17.0,脚柱ジョイント,脚柱接头,きゃくちゅうじょいんと,,"きゃくちゅう さいご さ こ
脚柱ジョイントは最後まで差し込む",,
中国語,20.0,1.0,18.0,連結ピン,连接销钉,れんけつぴん,,"れんけつ さいご さ こ
連結ピンは最後まで差し込む",,
中国語,20.0,1.0,19.0,ジョイント金具,连接器、连接零件,じょいんとかなぐ,,"かなぐ かくじつ さいご
ジョイント金具は確実に最後までは
める",,
中国語,20.0,1.0,20.0,レバーブロック,杠杆式滑车倒链,ればーぶろっく,,"しざい こてい
レバーブロックで資材を固定する",,
中国語,20.0,1.0,21.0,電動のこ（丸のこ）,电动锯（圆锯）,"でんどうのこ（まるの
こ）",,"かたわく せつだん まる しよう
型枠の切断は丸のこを使用する",,
中国語,21.0,1.0,22.0,モンキースパナ,活扳手,もんきーすぱな,日语也称“モンキーレンチ”,"し ゆる
モンキースパナでナットを締める・緩
める",,
中国語,21.0,1.0,23.0,親綱支柱,主绳支柱,おやづなしちゅう,,"おやづな は い ち おやづなしちゅう と
親綱を張る位置に親綱支柱を取り
つ
付ける",,
中国語,21.0,1.0,24.0,ブラケット,"护在钢桩上的牛脚、隅
撑",ぶらけっと,日语也称“持送り”,"あしば と つ
足場にブラケットを取り付ける",,
中国語,21.0,1.0,25.0,梯子,梯子,はしご,,,,
中国語,22.0,1.0,1.0,親綱,主绳,おやづな,"建筑工地上用来系挂安全带（附带
安全绳的带子）的绳子。为保护工
地作业人员的人身安全，必须在柱
子与柱子之间拉紧固定。","おやづな あんぜんたい
親綱に安全帯をかける",,
中国語,22.0,1.0,2.0,建枠（ビティ）,框架,たてわく（びてぃ）,,"たてわく もち あ し ば く み た
建枠（ビティ）を用いて足場を組立て
る",,
中国語,22.0,1.0,3.0,メッシュシート,纱布、苫布,めっしゅしーと,也称养护苫布、防飞散网。,"あ し ばわく と つ
足場枠にメッシュシートを取り付ける",,
中国語,22.0,1.0,4.0,防音パネル,隔音板,ぼうおんぱねる,,"そうおんたいさく ぼうおん せ っ ち
騒音対策として防音パネルを設置す
る",,
中国語,22.0,1.0,5.0,朝顔材,炉腹材料、防护棚,あさがおざい,,"あさがおざい ひ ら い ら っ か ぼ う し
朝顔材は飛来落下防止のためにつか
う",,
中国語,22.0,1.0,6.0,架空線,架空电线,かくうせん,"有高压电流流过，若触碰很有可能
引发触电事故。","か く うせん せっしょく
架空線へ接触させないようにする",,
中国語,22.0,1.0,7.0,幅木（仮設足場）,挡板（脚手架）,はばき（かせつあしば）,,"ろうどうしゃ ついてんらく き ぐ ら っ か ぼ う し
労働者の墜転落・器具の落下防止の
あ し ば は ば き もう
ために足場に幅木を設ける",,
中国語,22.0,1.0,8.0,単管,单管,たんかん,"日语也称“単管パイプ”或“パイ
プ”。","たんかん もち あ し ば く た
単管を用いて足場を組み立てる",,
中国語,22.0,1.0,9.0,脚立,双面梯,きゃたつ,,,,
中国語,22.0,1.0,10.0,作業半径,工作半径,さぎょうはんけい,"工程机械回转的半径。为预防碰撞
事故等，大多情况下这一范围属于
禁止入内区域。","じゅうきさぎょう さぎょうはんけい た い きん
重機作業の作業半径に立ち入りを禁
し
止する",,
中国語,23.0,1.0,11.0,仮ボルト,临时螺栓,かりぼると,,"かり こうぞうたい かり こ て い
仮ボルトで構造体を仮に固定する",,
中国語,23.0,1.0,12.0,手直し,修改,てなおし,,"し て き ば し ょ て な お
指摘された場所を手直しする",,
中国語,23.0,1.0,13.0,面一,拉平,つらいち,,"つらいち
面一にそろえる",,
中国語,23.0,1.0,14.0,点検事項,检查项目,てんけんじこう,,"し よ う こ う ぐ てんけんじ こ う もと し
使用する工具は点検事項に基づき始
ぎょうまえてんけん
業前点検をおこなう",,
中国語,23.0,1.0,15.0,積載荷重,装载负荷,せきさいかじゅう,,"せきさいかじゅう こ
トラックの積載荷重を超えないように
つ こ
積み込む",,
中国語,23.0,1.0,16.0,すき間,间隙、缝隙,すきま,,"ぼうおん ま あ
防音シートはすき間が空かないように
と つ
取り付ける",,
中国語,23.0,1.0,17.0,通りを見る,"看中心点排齐、
对齐通端",とおりをみる,,"かたどお ね ぎ り で き とお
やり方通りで根切が出来ているか通
りをみる",,
中国語,23.0,1.0,18.0,組立,组装、搭建,くみたて,,"あ し ば く み た
足場を組立てる",,
中国語,23.0,1.0,19.0,地組,预先装配,じぐみ,,"した じ ぐみ あ し ば あ
下で地組した足場をクレーンで上げ
うえ と つ
て上で取り付ける",,
中国語,23.0,1.0,20.0,天端,顶端,てんば,日语也叫“上端”。,"て ん ば へいかつ
コンクリートの天端をコテで平滑にな
らす",,
中国語,24.0,1.0,21.0,玉掛け,挂吊钩,たまかけ・たまがけ,,"ざいりょう つ あ さい あんぜん い ち
材料を吊り上げる際は安全な位置に
たまかけ
玉掛けをおこなう",,
中国語,24.0,1.0,22.0,合図,打信号,あいず,,"じゅうきさぎょう あ い ず あんぜん おこな
重機作業は合図をもって安全に行う",,
中国語,24.0,1.0,23.0,定格荷重,额定负载,ていかくかじゅう,,"ていかくかじゅう こ つ さぎょう
定格荷重を超えて吊りもの作業はお
こなわない",,
中国語,24.0,1.0,24.0,たち,垂直度,たち,,"あ しばしち ゅ う み すいちょくせい
足場支柱のたちを見る（垂直性＝た
ち）",,
中国語,24.0,1.0,25.0,職長,工长,しょくちょう,,"あ し ばくみたて しょくちょう し じ したが
足場組立は職長の指示に従う",,
中国語,25.0,1.0,1.0,安全カバー,安全罩,あんぜんかばー,"主要指电动圆盘锯的外罩。为预防
切割时发生逆转伤害人体。","あんぜん しよう じこ ふせ
安全カバーの使用で事故を防ぐ",,
中国語,25.0,1.0,2.0,安全帯,安全带,あんぜんたい,,"あんぜんたい あ し ば と つ
安全帯を足場に取り付ける",,
中国語,25.0,1.0,3.0,インサート,插入、插件,いんさーと,,"せ っ ち
インサートをコンクリートに設置するた
かたわく う こ
め、型枠に打ち込む",,
中国語,25.0,1.0,4.0,スペーサ,隔板,すぺーさ,,"かたわく と つ
型枠にスペーサを取り付ける",,
中国語,25.0,1.0,5.0,鉄筋,钢筋,てっきん,,"てっきん かたわく す き ま ちょうせい
鉄筋と型枠の隙間を調整する",,
中国語,25.0,1.0,6.0,電工ドラム（ドラム）,电钻,でんこうどらむ（どらむ）,,"でんこう さ こ
電工ドラムのコンセントに差し込む",,
中国語,25.0,1.0,7.0,電動丸のこ（電のこ）,"电动圆锯机、电动圆盘
锯","でんどうまるのこ（でんの
こ）",,"でんどうまる せつだん
電動丸のこでコンパネを切断する",,
中国語,25.0,1.0,8.0,パッキン,垫圈,ぱっきん,,"し こ
パッキンを敷き込む",,
中国語,25.0,1.0,9.0,小バール,小铁挺,しょうばーる,,"しょう くぎ ぬ
小バールで釘を抜く",,
中国語,25.0,1.0,10.0,大バール,大铁挺,だいばーる,,"かたわくかいたい だい し よ う
型枠解体に大バールを使用する",,
中国語,26.0,1.0,11.0,化粧合板,装饰合板,けしょうごうはん,,"ひょうめん う はな し あ けしょうごうばん
表面は打ち放し仕上げのため化粧合
し よ う
板を使用する",,
中国語,26.0,1.0,12.0,普通合板,普通合板,ふつうごうはん,,"はいめん そ じ し あ ふ つ うごうばん
背面は素地仕上げのため普通合板を
し よ う
使用する",,
中国語,26.0,1.0,13.0,スタイロフォーム,泡沫塑料隔热板,すたいろふぉーむ,,"かたわくない と つ
スタイロフォームを型枠内に取り付け
る",,
中国語,26.0,1.0,14.0,面木,三角木条,めんぎ,,"かたわく めん ぎ と つ
型枠に面木を取り付ける",,
中国語,26.0,1.0,15.0,バイブレーター,振动器,ばいぶれーたー,,"し かた
バイブレーターでコンクリートを締め固
める",,
中国語,26.0,1.0,16.0,剥離剤,剥离剂,はくりざい,,"かたわく よ
コンクリートと型枠のはなれを良くする
は く りざい し よ う
ために剥離剤を使用する",,
中国語,26.0,1.0,17.0,けこみ板,踏步踢面板,けこみいた,,"いた と つ
けこみ板を取り付ける",,
中国語,26.0,1.0,18.0,目地棒,接缝棒,めじぼう,,"かたわく め じ ぼう と つ
型枠に目地棒を取り付ける",,
中国語,26.0,1.0,19.0,コンクリート,混凝土,こんくりーと,,"かたわく なが こ
型枠にコンクリートを流し込む",,
中国語,26.0,1.0,20.0,コンベックス,钢卷尺,こんべっくす,,"すんぽう はか
コンベックスで寸法を測る",,
中国語,27.0,1.0,21.0,作業用手袋,工作手套,さぎょうようてぶくろ,,"さぎょうようてぶくろ もち かたわくさぎょう
作業用手袋を用いて型枠作業をおこ
なう",,
中国語,27.0,1.0,22.0,差金,角尺,さしがね,,"さしがね すんぽう はか
差金で寸法を測る",,
中国語,27.0,1.0,23.0,水平器,水平仪,すいへいき,,"すいへい き かたむ ちょうせい すいへい
水平器で傾きを調整し水平にする",,
中国語,27.0,1.0,24.0,墨さし,墨壶,すみさし,,"すみ すみ
墨さしを墨つぼにつける",,
中国語,27.0,1.0,25.0,墨つぼ,墨斗,すみつぼ,,"すみ すみ
墨さしを墨つぼにつける",,
中国語,28.0,1.0,1.0,"丸セパレーター
（丸セパ）",分离器、圆隔板,"まるせぱれーたー
（まるせぱ）",,"まる かたわく こ て い
丸セパレーターで型枠を固定する",,
中国語,28.0,1.0,2.0,天端釘,顶端钉子,てんばくぎ,,"てん てん ば くぎ う
コンクリート天に天端釘を打つ",,
中国語,28.0,1.0,3.0,ケレン,"表面处理、去掉多余的
混凝土",けれん,,"ひょうめん
コンパネの表面をけれんする",,
中国語,28.0,1.0,4.0,型枠支保工,模板支架,かたわくしほこう,,"か た わ く し ほ こ う こ う じ おこな
型枠支保工の工事を行う",,
中国語,28.0,1.0,5.0,"基礎型枠
（メタルフォーム）",基础模板,"きそかたわく
（めたるふぉーむ）",,"き そ かたわく く み た
基礎型枠を組立てる",,
中国語,28.0,1.0,6.0,釘仕舞い,收拾钉子,くぎしまい,,"かたわく くぎ し ま
型枠をばらして釘仕舞いをする",,
中国語,28.0,1.0,7.0,スラブ天端,板顶端、板顶,すらぶてんば,,"てん ば
スラブ天端をそろえる",,
中国語,28.0,1.0,8.0,高さ（タッパ）,高度,たかさ（たっぱ）,,"たか はか
高さ（タッパ）を測る",,
中国語,28.0,1.0,9.0,建込み,搭建,たてこみ,,"かたわく た て こ
型枠を建込みする",,
中国語,28.0,1.0,10.0,通り,通端,とおり,"纠正歪斜，去除障碍物，修正到正
常状态","とお よ
通りを良くする",,
中国語,29.0,1.0,11.0,蹴上げ,踏级高度,けあげ,踏级与踏级之间的高度。,"き け あ すんぽう かたわく く み た
決められた蹴上げ寸法で型枠を組立
てる",,
中国語,29.0,1.0,12.0,蹴込み,踏级垂直挡板,けこみ,,"き け こ すんぽう かたわく く み た
決められた蹴込み寸法で型枠を組立
てる",,
中国語,29.0,1.0,13.0,工具の手入れ,维护工具,こうぐのていれ,,"こ う ぐ て い
工具の手入れをおこたらない",,
中国語,29.0,1.0,14.0,下げ振り,垂标坠,さげふり,,"さ ふ すいちょく かくにん
下げ振りで垂直を確認する",,
中国語,29.0,1.0,15.0,地墨,墨,じずみ,,"じ ずみ あ かたわく と つ
地墨に合わせて型枠を取り付ける",,
中国語,29.0,1.0,16.0,捨てコンクリート,混凝土制模板,すてこんくりーと,,"す と わく せ っ ち
捨てコンクリートの止め枠を設置する",,
中国語,29.0,1.0,17.0,はね出し,踏板等成悬臂部位,はねだし,"脚手架踏板一侧突出在支撑外的状
态。人走在上面踏板会失衡导致坠
落，十分危险。","かべ だ かたわく く み た
壁からはね出してスラブ型枠を組立て
る",,
中国語,29.0,1.0,18.0,はらみ,包藏、凸起、弯曲,はらみ,,"だ せ つちゅう かたわく
コンクリート打設中に型枠のはらみを
かくにん
確認する",,
中国語,29.0,1.0,19.0,前面,前面、正面,まえつら,,"まえつら そろ
前面を揃える",,
中国語,29.0,1.0,20.0,養生,保养、固化,ようじょう,,"だ せ つ ご ようじょう
コンクリート打設後に養生をおこなう",,
中国語,30.0,1.0,21.0,レベル,水平,れべる,,"そくりょう
レベルを測量する",,
中国語,30.0,1.0,22.0,割付,分配、分割,わりつけ,,"かたわく わ つ
型枠を割り付ける",,
中国語,30.0,1.0,23.0,埋め込み金物,预埋五金,うめこみかなもの,,"かたわく う こ かなもの
型枠にはあらかじめ埋め込み金物を
と つ
取り付ける",,
中国語,30.0,1.0,24.0,解体する（バラス）,解体,かいたいする（ばらす）,,"かたわく かいたい
型枠を解体する（バラス）",,
中国語,30.0,1.0,25.0,かぶり寸法,"涂面白变尺寸、保护层
尺寸",かぶりすんぽう,,"てっきん かたわく すんぽう かくにん
鉄筋と型枠のかぶり寸法を確認する",,
中国語,31.0,1.0,1.0,異形棒鋼,异形条钢,いけいぼうこう,在日本常使用的普通钢筋,"い け いぼうこう もち
異形棒鋼を用いる",,
中国語,31.0,1.0,2.0,結束線,"多股胶合线、绑扎丝、
捆结线",けっそくせん,,"けっそくせん てっきん しば
結束線で鉄筋を縛る",,
中国語,31.0,1.0,3.0,結束工具,捆扎工具,けっそくこうぐ,日语也称“ハッカー”。,"けっそく こ う ぐ もち てっきん しば
結束工具を用いて鉄筋を縛る",,
中国語,31.0,1.0,4.0,鉄筋切断機,钢筋切割机,てっきんせつだんき,,"てっきんせ つだ んき てっきん せつだん
鉄筋切断機で鉄筋を切断する",,
中国語,31.0,1.0,5.0,鉄筋曲げ加工機,钢筋弯曲加工机,てっきんまげかこうき,,"てっきん ま か こ う き てっきん ま
鉄筋曲げ加工機で鉄筋を曲げる",,
中国語,31.0,1.0,6.0,フック,钩,ふっく,,"てっきんた ん ぶ
鉄筋端部にフックをつける",,
